Date,Property ID,Property,Ad Space ID,Ad Space Name,Placement ID,Placement Name,Delivery Method,Display Format,Requests,Filled Requests,Fill Rate,Impressions,Impression Rate,2-second Continuous Video Views,2-second Continuous Video View Rate,10-second Video Views,10-second Video View Rate,Clicks,CTR,Average CPM,Revenue
2019-09-15,"=""208370176393429""","=""lenta.ru""","=""165348097296579""",Lena_pre-roll,"=""165348140629908""",Pre-roll,standard,instream_video,217825,45263,0.20779524847928,30841,0.68137330711619,30841,1,16079,0.52135144774813,205,0.006646995882105,2.515185596803,77.570838991
2019-09-15,"=""428247697648146""","=""debilizator.tv""","=""174282666620331""",First Desktop Web Ad Space,"=""174282866620311""",Debilizator.tv_31.05.18,standard,instream_video,9082,3146,0.34639947148205,2564,0.81500317863954,2564,1,1612,0.62870514820593,13,0.005070202808112,5.735862650546,14.706751836
2019-09-15,"=""676348746046261""","=""vokrug.tv""","=""183425215856701""",First Desktop Web Ad Space,"=""183425229190033""",First Desktop Web In-stream Video Placement,standard,instream_video,5061,1260,0.24896265560166,1060,0.84126984126984,1060,1,597,0.56320754716981,21,0.019811320754717,2.2384448858491,2.372751579
2019-09-15,"=""789285774603144""","=""gazeta.ru""","=""1956898614526961""",Gazeta.ru_instream,"=""1956898687860287""",Gazeta_instream_new,standard,instream_video,136336,31328,0.22978523647459,12672,0.40449438202247,12672,1,5961,0.4704071969697,177,0.013967803030303,1.1280132796717,14.29418428
2019-09-15,"=""860498464121379""","=""rambler.ru""","=""847805922039838""",Rambler.ru_instream,"=""936889249798171""",Rambler.ru,standard,instream_video,490594,106133,0.21633570732622,48432,0.4563330914984,48432,1,20732,0.42806408985795,799,0.01649735711926,1.6907604110918,81.88690823
2019-09-15,"=""1824311337861930""","=""tnt-online.ru""","=""2334257023467438""",Tnt-online.ru_instream,"=""2334257326800741""",tnt-online.ru_instream,standard,instream_video,78750,26143,0.3319746031746,22883,0.87530122786214,22883,1,18208,0.79569986452825,85,0.003714547917668,5.9248797698728,135.579023774
2019-09-15,"=""2029886443925692""","=""rutube.ru""","=""1448859808542845""",Rutube,"=""1448860211876138""",Rutube.ru,standard,instream_video,1268275,393539,0.31029469160868,206061,0.52361011233956,206061,1,157789,0.7657392713808,874,0.004241462479557,4.4248906735044,911.797397073
2019-09-15,"=""2029886443925692""","=""rutube.ru""","=""2013158515446302""",Rutube_iOS_app,"=""2013159032112917""",Rutube iOS_app,standard,instream_video,8304,4617,0.55599710982659,4063,0.88000866363439,4063,1,3093,0.7612601525966,51,0.01255230125523,5.5634717277874,22.60438563
2019-09-14,"=""130940864343573""","=""showjet.ru""","=""784350111766188""",Showjet,"=""784350188432847""",Showjet,standard,instream_video,154880,25486,0.16455320247934,16233,0.63693792670486,16233,1,12329,0.75950224850613,18,0.00110885233783,4.7914517957248,77.779637
2019-09-14,"=""151381672148111""","=""gamak.tv""","=""500564580322325""",Gamak.tv,"=""500564633655653""",Gamak.tv,standard,instream_video,5071,1988,0.39203312956024,1682,0.84607645875252,1682,1,955,0.56777645659929,8,0.004756242568371,6.3262314470868,10.640721294
2019-09-14,"=""154850758460936""","=""my.mail.ru""","=""1481911218552416""",news.mail.ru,"=""1481911508552387""",Mail.ru_pre-rolls,standard,instream_video,32201,13017,0.40424210428248,5500,0.42252439118076,5500,1,2634,0.47890909090909,62,0.011272727272727,4.1838529270909,23.011191099
